CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
08.246.263/0001-97;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA MAXI PODER PÚBLICO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;3.25
08.246.263/0001-97;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA MAXI PODER PÚBLICO;2023-11-30;Títulos públicos federais;92.51
08.246.279/0001-08;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES SML;2023-11-30;Ações;95.29
08.246.279/0001-08;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES SML;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;4.16
08.246.301/0001-01;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA FIC MAIS;2023-11-30;Cotas de fundos de investimento 409;19.90
08.246.301/0001-01;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA FIC MAIS;2023-11-30;Depósitos a prazo e outros títulos de instituições financeiras;5.56
08.246.301/0001-01;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA FIC MAIS;2023-11-30;Derivativos;-2.75
08.246.301/0001-01;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA FIC MAIS;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;10.76
08.246.301/0001-01;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA FIC MAIS;2023-11-30;Títulos públicos federais;63.43
08.246.318/0001-69;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA GERAL;2023-11-30;Derivativos;19.00
08.246.318/0001-69;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA GERAL;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;14.12
08.246.318/0001-69;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA GERAL;2023-11-30;Títulos públicos federais;85.87
08.258.416/0001-16;BRADESCO PRIME FUNDO DE INVESTIMENTO MULTIMERCADO PRINCIPAL PROTEGIDO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;95.61
08.258.416/0001-16;BRADESCO PRIME FUNDO DE INVESTIMENTO MULTIMERCADO PRINCIPAL PROTEGIDO;2023-11-30;Outras aplicações;3.79
08.258.431/0001-64;BRADESCO PRIME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA DURATION;2023-11-30;Cotas de fundos de investimento 409;18.03
08.258.431/0001-64;BRADESCO PRIME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA DURATION;2023-11-30;Derivativos;14.02
08.258.431/0001-64;BRADESCO PRIME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA DURATION;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;21.33
08.258.431/0001-64;BRADESCO PRIME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA DURATION;2023-11-30;Títulos públicos federais;61.39
08.266.261/0001-60;BNB IMA-B FUNDO DE INVESTIMENTO RENDA FIXA;2023-11-30;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;1.56
08.266.261/0001-60;BNB IMA-B FUNDO DE INVESTIMENTO RENDA FIXA;2023-11-30;TÍTULOS PÚBLICOS FEDERAIS;98.70
08.266.344/0001-59;BNB SETOR PÚBLICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-11-30;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;100.04
08.279.304/0001-41;ICATU VANGUARDA DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;85.56
08.279.304/0001-41;ICATU VANGUARDA DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Derivativos;11.87
08.279.304/0001-41;ICATU VANGUARDA DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;14.16
08.323.402/0001-39;BOGARI VALUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Ações;88.16
08.323.402/0001-39;BOGARI VALUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Cotas de fundos de investimento;0.49
08.323.402/0001-39;BOGARI VALUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Investimento no exterior;3.11
08.323.402/0001-39;BOGARI VALUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;4.43
08.323.402/0001-39;BOGARI VALUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Títulos públicos federais;3.13
08.336.054/0001-34;SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS;2023-11-30;Ações;93.58
08.336.054/0001-34;SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;1.18
08.471.087/0001-97;SAFRA INFRAESTRUTURA - FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;93.50
08.471.087/0001-97;SAFRA INFRAESTRUTURA - FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;6.50
08.507.696/0001-59;VERDE AM MULTI ESTRATÉGIA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;10.79
08.507.696/0001-59;VERDE AM MULTI ESTRATÉGIA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;19.17
08.507.696/0001-59;VERDE AM MULTI ESTRATÉGIA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras cotas de fundos de investimento;8.26
08.507.696/0001-59;VERDE AM MULTI ESTRATÉGIA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos de crédito privado;4.67
08.507.696/0001-59;VERDE AM MULTI ESTRATÉGIA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;53.16
08.545.330/0001-74;JOULE VALUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;2023-11-30;Cotas de fundos de investimento 409;99.57
08.545.330/0001-74;JOULE VALUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;2023-11-30;Outras aplicações;0.43
08.545.860/0001-12;SANTANDER FIC FI VINTAGE RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2023-11-30;Cotas de fundos de investimento 409;87.87
08.545.860/0001-12;SANTANDER FIC FI VINTAGE RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2023-11-30;Depósitos a prazo e outros tít. Inst. Financeiras;2.11
08.545.860/0001-12;SANTANDER FIC FI VINTAGE RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2023-11-30;Oper. compromissadas lastr. tít. públ. federais;0.95
08.545.860/0001-12;SANTANDER FIC FI VINTAGE RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2023-11-30;Títulos de crédito privado;7.15
08.545.860/0001-12;SANTANDER FIC FI VINTAGE RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2023-11-30;Títulos públicos federais;2.61
08.575.738/0001-99;BNP PARIBAS DINAMICO RF FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;Derivativos;0.06
08.575.738/0001-99;BNP PARIBAS DINAMICO RF FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;1.50
08.575.738/0001-99;BNP PARIBAS DINAMICO RF FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;Outras cotas de fundos de investimento;0.40
08.575.738/0001-99;BNP PARIBAS DINAMICO RF FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;Títulos de crédito privado;2.98
08.575.738/0001-99;BNP PARIBAS DINAMICO RF FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;Títulos públicos federais;94.84
08.610.270/0001-26;MAPFRE RENDA FIXA FUNDO DE INVESTIMENTO;2023-11-30;Depósitos  a  prazo  e  outros  títulos  de  instituições financeiras;41.22
08.610.270/0001-26;MAPFRE RENDA FIXA FUNDO DE INVESTIMENTO;2023-11-30;Derivativos;0.00
08.610.270/0001-26;MAPFRE RENDA FIXA FUNDO DE INVESTIMENTO;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;22.10
08.610.270/0001-26;MAPFRE RENDA FIXA FUNDO DE INVESTIMENTO;2023-11-30;Títulos públicos federais;36.93
08.623.557/0001-90;BTG PACTUAL MULTI AÇÕES FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Ações;98.43
08.627.607/0001-08;B3 MARGEM GARANTIA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 555;100.02
08.627.607/0001-08;B3 MARGEM GARANTIA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Outras aplicações;-0.02
08.669.394/0001-87;BV FEDERAL RF REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Outras aplicacoes;5.13
08.669.394/0001-87;BV FEDERAL RF REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Titulos publicos federais;94.87
08.674.719/0001-10;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES SELEÇÃO;2023-11-30;Ações;96.38
08.674.719/0001-10;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES SELEÇÃO;2023-11-30;Cotas de fundos de investimento 409;2.11
08.674.719/0001-10;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES SELEÇÃO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;2.59
08.674.732/0001-79;BRADESCO CORPORATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA DURATION;2023-11-30;Cotas de fundos de investimento 409;18.02
08.674.732/0001-79;BRADESCO CORPORATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA DURATION;2023-11-30;Derivativos;14.02
08.674.732/0001-79;BRADESCO CORPORATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA DURATION;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;21.33
08.674.732/0001-79;BRADESCO CORPORATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA DURATION;2023-11-30;Títulos públicos federais;61.38
08.674.801/0001-44;BRADESCO PRIME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES SELEÇÃO;2023-11-30;Ações;94.86
08.674.801/0001-44;BRADESCO PRIME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES SELEÇÃO;2023-11-30;Cotas de fundos de investimento 409;2.07
08.674.801/0001-44;BRADESCO PRIME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES SELEÇÃO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;3.88
08.699.519/0001-11;ITAÚ FIDELIDADE RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Depósitos a prazo e outros títulos de instituições financeiras;7.44
08.699.519/0001-11;ITAÚ FIDELIDADE RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Derivativos;-0.03
08.699.519/0001-11;ITAÚ FIDELIDADE RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;54.01
08.699.519/0001-11;ITAÚ FIDELIDADE RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos de crédito privado;0.07
08.699.519/0001-11;ITAÚ FIDELIDADE RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;39.38
08.702.613/0001-82;ITAUVEST PRIVATE RENDA FIXA CURTO PRAZO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;101.25
08.702.798/0001-25;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA-B;2023-11-30;Cotas de fundos de investimento 409;3.73
08.702.798/0001-25;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA-B;2023-11-30;Derivativos;-0.05
08.702.798/0001-25;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA-B;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;4.17
08.702.798/0001-25;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA-B;2023-11-30;Títulos públicos federais;90.76
08.702.804/0001-44;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA DEDICADO AO SETOR DE SAÚDE SUPLEMENTAR - ANS;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;10.72
08.702.804/0001-44;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA DEDICADO AO SETOR DE SAÚDE SUPLEMENTAR - ANS;2023-11-30;Títulos públicos federais;89.29
08.703.063/0001-16;ITAÚ INSTITUCIONAL RENDA FIXA IRF-M 1 FUNDO DE INVESTIMENTO;2023-11-30;Derivativos;0.00
08.703.063/0001-16;ITAÚ INSTITUCIONAL RENDA FIXA IRF-M 1 FUNDO DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;2.96
08.703.063/0001-16;ITAÚ INSTITUCIONAL RENDA FIXA IRF-M 1 FUNDO DE INVESTIMENTO;2023-11-30;Títulos públicos federais;97.06
08.707.235/0001-20;VERDE AM PERFORMANCE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;93.59
08.707.235/0001-20;VERDE AM PERFORMANCE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Cotas de fundos de investimento;4.55
08.707.235/0001-20;VERDE AM PERFORMANCE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Derivativos;0.09
08.708.395/0001-93;BNP PARIBAS CAPITAL PROTEGIDO III FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;100.24
08.708.502/0001-83;GAUSS ESTRATÉGIA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;Cotas de fundos de investimento;6.47
08.708.502/0001-83;GAUSS ESTRATÉGIA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;Depósitos  a  prazo  e  outros  títulos  de  instituições financeiras;12.20
08.708.502/0001-83;GAUSS ESTRATÉGIA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;Outras cotas de fundos de investimento;0.28
08.708.502/0001-83;GAUSS ESTRATÉGIA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;Títulos de crédito privado;45.48
08.708.502/0001-83;GAUSS ESTRATÉGIA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;Títulos públicos federais;35.62
08.739.850/0001-18;BRESSER HEDGE PLUS FI MULTIMERCADO;2023-11-30;Ações;21.24
08.739.850/0001-18;BRESSER HEDGE PLUS FI MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;9.57
08.739.850/0001-18;BRESSER HEDGE PLUS FI MULTIMERCADO;2023-11-30;Investimento no exterior;8.91
08.739.850/0001-18;BRESSER HEDGE PLUS FI MULTIMERCADO;2023-11-30;Outras aplicações;5.63
08.739.850/0001-18;BRESSER HEDGE PLUS FI MULTIMERCADO;2023-11-30;Títulos públicos federais;59.66
08.749.127/0001-10;ITAÚ UNIBANCO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Ações;9.81
08.749.127/0001-10;ITAÚ UNIBANCO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Derivativos;0.00
08.749.127/0001-10;ITAÚ UNIBANCO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.01
08.749.127/0001-10;ITAÚ UNIBANCO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;0.04
08.756.265/0001-26;BRADESCO FEEDER TNA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;Depósitos a prazo e outros títulos de instituições financeiras;6.52
08.756.265/0001-26;BRADESCO FEEDER TNA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;Derivativos;13.23
08.756.265/0001-26;BRADESCO FEEDER TNA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;48.83
08.756.265/0001-26;BRADESCO FEEDER TNA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;Títulos de crédito privado;3.84
08.756.265/0001-26;BRADESCO FEEDER TNA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;Títulos públicos federais;40.83
08.768.381/0001-65;BRB MILLENIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO;2023-11-30;Acões;0.00
08.768.381/0001-65;BRB MILLENIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO;2023-11-30;Cotas de Fundos de Investimento 555;99.73
08.768.381/0001-65;BRB MILLENIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO;2023-11-30;Operacões compromissadas lastreadas em títulos privados;0.00
08.768.381/0001-65;BRB MILLENIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO;2023-11-30;Operacões compromissadas lastreadas em títulos públicos federais;0.98
08.768.381/0001-65;BRB MILLENIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO;2023-11-30;Títulos Públicos federais;0.00
08.771.538/0001-01;NEO MULTI ESTRATÉGIA 30 FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;4.12
08.771.538/0001-01;NEO MULTI ESTRATÉGIA 30 FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;1.33
08.771.538/0001-01;NEO MULTI ESTRATÉGIA 30 FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;18.02
08.771.538/0001-01;NEO MULTI ESTRATÉGIA 30 FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;19.74
08.773.805/0001-80;KADIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;24.66
08.773.805/0001-80;KADIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;19.89
08.773.805/0001-80;KADIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;8.35
08.773.805/0001-80;KADIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;0.96
08.773.805/0001-80;KADIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;46.11
08.776.308/0001-35;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO TOP;2023-11-30;Depósitos a prazo e outros títulos de instituições financeiras;21.73
08.776.308/0001-35;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO TOP;2023-11-30;Derivativos;-2.23
08.776.308/0001-35;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO TOP;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;17.87
08.776.308/0001-35;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO TOP;2023-11-30;Títulos públicos federais;60.40
08.815.386/0001-00;INTER SELECTION AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Cotas de Fundos de Investimento 555;99.51
08.815.386/0001-00;INTER SELECTION AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações Compromissadas Lastreadas em Títulos Públicos Federais;0.77
08.817.414/0001-10;ITAÚ FOF RPI AÇÕES IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Ações;0.01
08.817.414/0001-10;ITAÚ FOF RPI AÇÕES IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;99.70
08.817.414/0001-10;ITAÚ FOF RPI AÇÕES IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.00
08.817.414/0001-10;ITAÚ FOF RPI AÇÕES IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;0.00
08.817.456/0001-50;NEO MULTI ESTRATÉGIA MASTER - FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;10.38
08.817.456/0001-50;NEO MULTI ESTRATÉGIA MASTER - FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;3.34
08.817.456/0001-50;NEO MULTI ESTRATÉGIA MASTER - FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;45.44
08.817.456/0001-50;NEO MULTI ESTRATÉGIA MASTER - FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;49.77
08.817.499/0001-36;NIRVANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;17.20
08.817.499/0001-36;NIRVANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;4.27
08.817.499/0001-36;NIRVANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;-0.06
08.817.499/0001-36;NIRVANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;2.92
08.817.499/0001-36;NIRVANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;75.81
08.828.888/0001-67;SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PETROBRÁS 2 AÇÕES;2023-11-30;Cotas de fundos de investimento 409;99.84
08.830.947/0001-31;GUEPARDO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Cotas de fundos de investimento 409;101.10
08.830.947/0001-31;GUEPARDO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Outras aplicações;0.00
08.845.635/0001-00;MOSAICO FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Ações;91.94
08.845.635/0001-00;MOSAICO FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Depósitos a prazo e outros títulos de instituições financeiras;1.03
08.845.635/0001-00;MOSAICO FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;10.12
08.845.635/0001-00;MOSAICO FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Títulos de crédito privado;1.19
08.875.020/0001-18;GÁVEA MACRO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;11.74
08.875.020/0001-18;GÁVEA MACRO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;24.49
08.875.020/0001-18;GÁVEA MACRO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;7.38
08.875.020/0001-18;GÁVEA MACRO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;48.41
08.875.020/0001-18;GÁVEA MACRO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;27.22
08.892.340/0001-86;BAHIA AM SMID CAPS VALOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;94.30
